Scaling Factor,INTER_NEAREST (kb),INTER_LINEAR (kb),INTER_CUBIC (kb),INTER_AREA (kb),INTER_LANCZOS4 (kb)
0.1,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.2,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.3,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.4,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.5,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.6,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.7,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.8,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
0.9,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
1,1054.740234375,1054.740234375,1054.740234375,1054.740234375,1054.740234375
