size,image_quality,1,2,4,8,16,32
14400,160x90,0,1,1,1,4,5
16000,160x100,0,1,1,2,5,9
19200,160x120,0,1,1,2,4,9
43200,240x180,0,1,3,3,6,15
57600,320x180,1,1,2,5,9,19
64000,320x200,1,2,2,3,19,6550
76800,320x240,1,2,5,9,17,15
129600,480x270,1,2,6,7,21,43
144000,480x300,2,3,3,14,19,43
172800,480x360,1,4,10,19,18,82
230400,640x360,2,3,6,12,24,46
256000,640x400,2,4,15,28,27,89
307200,640x480,4,4,8,2080,53,61
360000,800x450,5,9,20,21,38,80
400000,800x500,4,5,14,20,71,79
480000,800x600,7,11,23,24,47,206
589824,1024x576,4,10,15,58,122,247
655360,1024x640,5,10,33,44,106,244
786432,1024x768,10,12,21,52,159,156
921600,1280x720,6,11,41,60,123,174
1024000,1280x800,8,16,51,61,114,329
1228800,1280x960,11,16,5665,106,120,236
1296000,1440x900,4697,17,34,76,200,395
1555200,1440x1080,9,45,72,73,318,295
2073600,1920x1080,13,25,50,182,194,585
