Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.146630859375,0.31513671875,0.6983642578125,2.82412109375,1.9995849609375
0.2,0.23828125,1.0602294921875,2.3227294921875,3.5965087890625,5.17529296875
0.3,0.342041015625,1.6268798828125,2.37373046875,4.5298095703125,4.4431396484375
0.4,0.357568359375,1.730810546875,2.2135986328125,3.3273681640625,4.5023193359375
0.5,0.36728515625,0.44697265625,1.968212890625,0.8476806640625,3.95771484375
0.6,0.3799560546875,1.279443359375,1.8134521484375,2.302197265625,3.588623046875
0.7,0.342626953125,1.2447021484375,1.7384033203125,2.8119873046875,3.4470947265625
0.8,0.5302490234375,2.107861328125,2.7608642578125,3.30400390625,5.726953125
0.9,0.9819580078125,2.1214111328125,2.785888671875,3.6873291015625,5.744921875
1,0.89013671875,0.4941650390625,0.55078125,1.035498046875,1.0249267578125
