172800,480x360,102,175,324,651,1512,3534,,172800,480x360,696,1299,1946,3620,12426,16091,,172800,480x360,182,352,692,1412,3444,7630,,172800,480x360,660,1116,1877,3995,10139,17188,,172800,480x360,1867,3726,7361,14822,29863,59769,,172800,480x360,4222,9304,18692,37011,72286,148536
230400,640x360,89,148,268,529,1226,2789,,230400,640x360,661,1201,1753,3129,11753,14740,,230400,640x360,183,353,694,1410,3439,7643,,230400,640x360,627,1146,1907,3950,9995,17226,,230400,640x360,2264,4533,9047,18113,36212,72451,,230400,640x360,5080,10540,21768,42745,84732,171033
256000,640x400,92,156,286,570,1363,3028,,256000,640x400,626,1145,1719,3328,12076,15410,,256000,640x400,182,351,691,1415,3520,7657,,256000,640x400,649,1102,1835,3860,9988,17146,,256000,640x400,2234,4465,8944,17938,35784,71602,,256000,640x400,5081,10393,21148,42641,82722,165888
307200,640x480,89,161,307,630,1515,3504,,307200,640x480,690,1310,1868,3591,12450,16214,,307200,640x480,182,350,691,1414,3444,7634,,307200,640x480,657,1153,1869,3898,10200,17203,,307200,640x480,1865,3736,7478,14928,29845,59711,,307200,640x480,4339,9262,18568,37367,73208,148714
360000,800x450,90,150,275,544,1334,2847,,360000,800x450,653,1312,1712,3206,11666,14623,,360000,800x450,183,352,692,1494,3545,7816,,360000,800x450,543,1143,1878,4027,10088,17769,,360000,800x450,2274,4542,9086,18213,36341,72734,,360000,800x450,5145,10524,21321,42238,85378,170849
400000,800x500,81,146,276,566,1415,3068,,400000,800x500,701,1273,1788,3352,12036,15264,,400000,800x500,183,351,691,1408,3407,7616,,400000,800x500,591,1096,1893,3893,10177,17738,,400000,800x500,2222,4449,8892,17793,35585,71200,,400000,800x500,4940,10300,20820,41500,82349,167134
480000,800x600,105,180,332,668,1571,3616,,480000,800x600,789,1215,1928,3690,12332,15975,,480000,800x600,183,350,692,1409,3435,7622,,480000,800x600,574,1118,1838,3920,10115,17786,,480000,800x600,1808,3678,7340,14583,29371,58863,,480000,800x600,4531,9137,18605,37868,72959,150040
589824,1024x576,92,154,282,558,1285,2895,,589824,1024x576,597,1195,1695,3216,11624,14476,,589824,1024x576,183,351,693,1409,3509,7647,,589824,1024x576,524,1083,1901,4007,9949,17720,,589824,1024x576,2256,4516,9035,18154,36165,72747,,589824,1024x576,4893,10416,21168,41878,82744,167609
655360,1024x640,96,164,302,601,1435,3209,,655360,1024x640,676,1256,1781,3373,11909,15149,,655360,1024x640,183,351,691,1412,3600,7658,,655360,1024x640,540,1125,1955,3999,10025,17833,,655360,1024x640,2237,4465,8933,17875,35861,71501,,655360,1024x640,4997,10267,21206,42543,83232,169418
786432,1024x768,108,185,343,689,1624,3779,,786432,1024x768,700,1252,1966,3748,12278,15890,,786432,1024x768,183,351,694,1447,3525,7736,,786432,1024x768,590,1108,1856,3974,10066,17753,,786432,1024x768,1871,3729,7468,14953,29875,59819,,786432,1024x768,4391,9043,18677,37381,74022,147885
921600,1280x720,94,159,291,573,1320,2975,,921600,1280x720,687,1185,1735,3291,11568,14384,,921600,1280x720,182,351,694,1409,3425,7643,,921600,1280x720,570,1084,1854,3944,10519,17795,,921600,1280x720,2254,4515,9044,18142,36060,72449,,921600,1280x720,4948,10419,21053,42748,84724,169690
1024000,1280x800,100,171,312,623,1424,3231,,1024000,1280x800,614,1276,1882,3387,11935,15086,,1024000,1280x800,183,351,694,1409,3423,7612,,1024000,1280x800,615,1126,1872,3961,10530,17749,,1024000,1280x800,2217,4448,8865,17817,35552,71243,,1024000,1280x800,5152,10419,21213,41436,82041,168274
1228800,1280x960,96,175,338,693,1724,3797,,1228800,1280x960,816,1217,1995,3725,12240,15768,,1228800,1280x960,182,351,689,1410,3514,7636,,1228800,1280x960,599,1069,1839,3921,10610,17813,,1228800,1280x960,1807,3604,7230,14480,28878,57790,,1228800,1280x960,4509,9176,18742,37323,74103,149523
1296000,1440x900,101,174,322,646,1526,3345,,1296000,1440x900,644,1230,1802,3476,11790,14884,,1296000,1440x900,183,352,692,1411,3425,7626,,1296000,1440x900,607,1050,1886,3995,10553,17795,,1296000,1440x900,2232,4444,8893,17771,35677,71247,,1296000,1440x900,5234,10410,20735,42036,82491,165658
1555200,1440x1080,100,183,353,718,1686,3857,,1555200,1440x1080,770,1367,1992,3837,12115,15545,,1555200,1440x1080,182,351,693,1410,3481,7636,,1555200,1440x1080,550,1129,1891,4035,10542,17832,,1555200,1440x1080,1870,3733,7466,14962,29871,59818,,1555200,1440x1080,4505,9306,18516,37796,72172,147281
2073600,1920x1080,90,163,312,629,1474,3247,,2073600,1920x1080,565,1171,1739,3347,11298,13814,,2073600,1920x1080,183,351,692,1410,3429,7629,,2073600,1920x1080,520,1211,1817,4416,10628,17769,,2073600,1920x1080,2250,4522,9017,18004,36069,72226,,2073600,1920x1080,4994,10240,21247,42712,84096,167397
