size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32
14400,160x90,74,130,246,499,1186,2719,,14400,160x90,649,1247,1638,3077,11781,14699,,14400,160x90,182,351,690,1407,3469,7619,,14400,160x90,620,1208,1868,3953,10088,17181,,14400,160x90,2259,4516,9028,18031,36074,72342,,14400,160x90,5074,10346,20893,42596,84054,168339
16000,160x100,90,153,278,557,1380,2975,,16000,160x100,640,1143,1701,3254,12148,15470,,16000,160x100,182,352,693,1407,3425,7621,,16000,160x100,578,1077,1914,4000,9992,17144,,16000,160x100,2216,4434,8866,17744,35470,70980,,16000,160x100,5183,10369,20725,41813,81096,166176
19200,160x120,100,171,315,632,1517,3477,,19200,160x120,641,1198,1853,3600,12541,16279,,19200,160x120,182,351,692,1406,3509,7630,,19200,160x120,652,1156,1860,4027,9923,16723,,19200,160x120,1830,3603,7198,14416,29352,57523,,19200,160x120,4305,9232,18604,36826,74359,148112
43200,240x180,87,158,301,618,1510,3569,,43200,240x180,606,1295,1871,3594,12483,16194,,43200,240x180,182,351,691,1410,3523,7644,,43200,240x180,575,1163,1845,3970,10031,17058,,43200,240x180,1861,3722,7465,14921,29773,59624,,43200,240x180,4199,9324,18480,37034,73256,148996
57600,320x180,75,132,249,503,1194,2736,,57600,320x180,593,1120,1677,3143,11753,14762,,57600,320x180,183,351,694,1411,3428,7631,,57600,320x180,630,1123,1825,3952,10159,17171,,57600,320x180,2262,4523,9055,18120,36178,72436,,57600,320x180,5013,10527,21170,42147,84977,170672
64000,320x200,92,154,282,561,1330,3007,,64000,320x200,701,1149,1822,3351,12113,15400,,64000,320x200,182,352,692,1409,3428,7624,,64000,320x200,581,1124,1904,3948,10079,17123,,64000,320x200,2222,4441,8862,17829,35623,71122,,64000,320x200,5095,10371,20934,42769,84750,168224
76800,320x240,101,173,319,639,1590,3525,,76800,320x240,693,1293,1891,3610,12476,16177,,76800,320x240,182,351,691,1408,3519,7641,,76800,320x240,611,1170,1889,3991,9652,17072,,76800,320x240,1809,3628,7317,14928,28902,58043,,76800,320x240,4500,9039,17985,36688,73016,147355
129600,480x270,88,146,267,522,1226,2777,,129600,480x270,629,1154,1695,3139,11729,14652,,129600,480x270,182,351,691,1409,3451,7640,,129600,480x270,599,1147,1835,4008,10072,17240,,129600,480x270,2246,4506,9004,18098,35989,72025,,129600,480x270,5106,10390,20801,42107,84816,167459
144000,480x300,80,142,269,549,1373,3006,,144000,480x300,640,1246,1816,3338,12080,15441,,144000,480x300,183,351,690,1408,3436,7623,,144000,480x300,594,1135,1835,3952,10030,17237,,144000,480x300,2224,4446,8891,17789,35615,71210,,144000,480x300,5016,10477,20830,42784,83301,168418
