size,image_quality,1,2,4,8,16,32
14400,160x90,85,87,86,88,85,87
16000,160x100,85,85,86,84,82,88
19200,160x120,86,86,83,87,87,89
43200,240x180,86,83,88,85,83,85
57600,320x180,86,88,88,88,89,85
64000,320x200,81,86,83,82,89,81
76800,320x240,86,86,88,83,87,90
129600,480x270,80,84,88,83,87,90
144000,480x300,86,86,87,88,86,91
172800,480x360,85,88,87,88,93,95
230400,640x360,83,98,87,87,88,92
256000,640x400,100,85,81,88,94,100
307200,640x480,89,90,89,91,96,99
360000,800x450,85,86,82,91,98,105
400000,800x500,86,86,88,87,90,106
480000,800x600,86,88,89,100,106,108
589824,1024x576,88,85,87,91,101,125
655360,1024x640,88,87,90,91,99,128
786432,1024x768,81,88,88,90,108,138
921600,1280x720,90,89,90,95,108,140
1024000,1280x800,81,89,92,100,107,149
1228800,1280x960,84,88,88,102,126,155
1296000,1440x900,87,85,91,103,125,158
1555200,1440x1080,90,93,94,105,140,166
2073600,1920x1080,88,88,97,126,150,203
