160x90,67.0304190241623
160x100,69.95523943973231
160x120,72.92214085948828
240x180,121.65849377952871
320x180,145.04528345664195
320x200,155.74191088453037
320x240,160.26641404610334
480x270,224.07267233702345
480x300,224.3542189320221
480x360,259.8514503287786
640x360,571.890727019014
640x400,335.2852525186605
640x480,407.76699348562
800x450,460.44082510867946
800x500,472.9807602123457
800x600,684.1922779019477
1024x576,681.1689720205234
1024x640,749.6639264452143
1024x768,920.8209828086871
1280x720,982.1619798123381
1280x800,1080.1798308076934
1280x960,1553.6950890461496
1440x900,1328.6771621419216
1440x1080,1495.3981094476042
1920x1080,1786.288234157474
