Scaling Factor,INTER_NEAREST (PSNR),INTER_LINEAR (PSNR),INTER_CUBIC (PSNR),INTER_AREA (PSNR),INTER_LANCZOS4 (PSNR)
0.1,29.236903296676708,29.532911154973426,29.37325718402547,29.40387758613398,29.27763649086055
0.2,30.25940950220558,30.8429666879208,30.55354743184065,30.546877225584105,30.291316441407087
0.3,30.284168494852544,31.629221982497477,31.358197027328735,31.429475126108947,31.00358968538263
0.4,30.990322960698656,32.15557076572583,32.08048306355136,31.92129009595636,31.672656970522034
0.5,32.93587498891521,32.35380102057758,32.373482244124034,32.54908936393293,31.85265902485702
0.6,31.279634008651435,33.23518330676921,33.3317362771669,32.941647868817434,32.81718844570763
0.7,31.086575417064545,33.58445079459222,34.03457156087569,33.3828288967165,33.649081502074
0.8,31.609159750214396,33.89904295288205,34.949010439357316,33.724737059546435,34.699002448230715
0.9,31.193214629424965,34.24628429215013,35.89066149681312,33.738686868214984,36.119115464728004
1,inf,inf,inf,inf,inf
