Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.046240234375,0.03662109375,0.0359619140625,0.03671875,0.5929443359375
0.2,0.0470458984375,0.0419189453125,0.0418701171875,0.042626953125,0.651953125
0.3,0.049462890625,0.0483154296875,0.0456298828125,0.050244140625,0.7104248046875
0.4,0.0563720703125,0.054541015625,0.0599609375,0.06142578125,0.7749267578125
0.5,0.0510009765625,0.0599365234375,0.0636474609375,0.063818359375,0.8343017578125
0.6,0.0509765625,0.0658447265625,0.06279296875,0.0670166015625,0.8563232421875
0.7,0.05048828125,0.0726806640625,0.0738525390625,0.0776611328125,0.926708984375
0.8,0.0511474609375,0.07705078125,0.078076171875,0.0790283203125,0.9550537109375
0.9,0.050390625,0.08232421875,0.0774169921875,0.0844482421875,1.01767578125
1,0.007275390625,0.007177734375,0.00751953125,0.0078369140625,0.008056640625
