Cubic_0.2,1,2,4,8,16,32
160x90,78.963,79.859,84.231,120.721,136.913,198.743
160x100,77.753,78.972,84.019,121.099,137.556,198.296
160x120,77.972,80.531,84.789,121.173,138.059,202.183
320x180,78.814,109.904,116.855,156.149,210.351,281.658
320x200,78.452,110.925,117.125,159.723,212.263,283.75
320x240,78.802,109.986,118.555,161.951,223.009,298.259
480x270,108.727,112.111,151.75,198.646,280.632,354.983
480x300,109.223,112.833,152.036,202.17,269.523,316.824
480x360,108.722,142.883,156.018,228.697,296.95,374.829
640x360,109.698,146.108,188.524,247.094,306.212,350.929
640x400,111.559,147.26,194.016,254.01,309.715,351.97
640x480,110.713,150.658,199.284,262.479,323.804,382.021
800x450,142.218,152.677,221.307,278.986,321.451,385.205
800x500,143.019,155.401,228.245,306.905,341.328,413.759
800x600,146.942,186.523,261.581,296.34,368.06,460.411
1024x576,148.494,192.801,280.061,354.67,454.755,656.919
1024x640,155.851,222.333,259.223,337.837,547.194,771.741
1024x768,163.777,232.146,293.861,375.609,566.944,820.724
1280x720,185.145,240.614,310.987,396.147,404.976,674.184
1280x800,194.398,267.701,337.677,375.915,583.057,836.374
1280x960,197.73,273.017,354.976,427.613,525.806,846.703
1440x900,226.233,275.154,336.365,384.246,477.694,869.524
1440x1080,225.577,305.516,380.921,479.925,661.605,958.302
1920x1080,258.104,308.685,367.963,581.1,718.837,982.139
