Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.047607421875,0.126318359375,0.2374755859375,1.0271728515625,0.7265869140625
0.2,0.080810546875,0.3896728515625,0.8496337890625,1.393603515625,1.9685791015625
0.3,0.1844970703125,0.8489990234375,1.5904052734375,3.3053466796875,3.2095947265625
0.4,0.3103515625,1.5337890625,2.3122802734375,3.4702880859375,4.5753662109375
0.5,0.26279296875,0.3072998046875,1.63193359375,0.2555908203125,3.4808349609375
0.6,0.2886962890625,1.1363525390625,1.36806640625,1.8265380859375,2.908837890625
0.7,0.3021728515625,0.9967529296875,1.371923828125,2.1441650390625,3.0010009765625
0.8,0.4314208984375,1.1184814453125,1.9333740234375,1.76142578125,3.105859375
0.9,0.289697265625,1.1912841796875,1.4345703125,1.67353515625,2.9560546875
1,0.362890625,0.3759033203125,0.3733154296875,0.371435546875,0.3671630859375
