Scaling Factor,INTER_NEAREST (kb),INTER_LINEAR (kb),INTER_CUBIC (kb),INTER_AREA (kb),INTER_LANCZOS4 (kb)
0.1,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.2,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.3,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.4,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.5,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.6,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.7,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.8,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
0.9,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
1,506.302734375,506.302734375,506.302734375,506.302734375,506.302734375
