Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.1150390625,0.0805908203125,0.08505859375,0.072998046875,1.085400390625
0.2,0.13974609375,0.1299560546875,0.12548828125,0.13896484375,1.2339111328125
0.3,0.1597900390625,0.152392578125,0.1487548828125,0.1537109375,1.3190673828125
0.4,0.0946533203125,0.1084716796875,0.1306640625,0.1121337890625,0.9866455078125
0.5,0.0876220703125,0.1118896484375,0.1441650390625,0.1111572265625,1.29931640625
0.6,0.090576171875,0.1208740234375,0.1694091796875,0.13134765625,1.299560546875
0.7,0.0932373046875,0.1315673828125,0.170166015625,0.13759765625,1.0879150390625
0.8,0.0955810546875,0.139501953125,0.1919189453125,0.14736328125,1.2044921875
0.9,0.1310791015625,0.1795166015625,0.2194580078125,0.193359375,1.5413330078125
1,0.021240234375,0.0213134765625,0.0251220703125,0.0265869140625,0.02548828125
