resolution/frame,1,2,4,8,16,32
160x90,0.19995,0.38904,0.72827,1.42383,2.86975,5.68115
160x100,0.20447,0.38733,0.75793,1.50366,3.00952,5.95605
160x120,0.22754,0.42627,0.84338,1.64697,3.29578,6.5769
320x180,0.52466,0.8407,1.65234,3.28357,6.51465,13.02649
320x200,0.5437,0.87231,1.74231,3.4574,6.88806,13.73267
320x240,0.55457,0.96863,1.91223,3.82202,7.62708,15.2428
480x270,0.84485,1.37463,2.74988,5.48987,10.9314,21.87207
480x300,0.96692,1.47656,2.92615,5.82019,11.64233,23.21155
480x360,0.67725,1.06335,2.08765,4.42151,8.67542,16.8302
640x360,0.80188,1.35181,2.74524,5.63208,11.02979,21.5592
640x400,0.84998,1.57678,3.21936,6.29199,12.54797,25.08374
640x480,0.94409,1.69763,3.40161,6.69397,13.56665,26.87793
800x450,1.11987,1.90442,3.92456,7.70325,15.34595,30.38904
800x500,1.12415,1.99939,4.08533,7.9458,15.90588,31.5658
800x600,1.16541,2.16821,4.33203,8.64185,17.19702,34.46582
1024x576,1.51099,2.70947,5.44995,10.90576,21.66455,43.15259
1024x640,1.57458,2.84094,5.53992,11.15576,22.1864,44.26135
1024x768,1.73303,3.19958,6.29492,12.47864,24.6626,49.41162
1280x720,2.005,3.65491,7.37671,14.65173,28.96338,58.22168
1280x800,2.08362,3.84766,7.63977,15.19812,30.48035,60.1803
1280x960,2.20874,4.13257,8.17322,16.22131,32.55945,64.3269
1440x900,2.34033,4.27661,8.62329,17.1814,34.1875,68.09094
1440x1080,2.47607,4.66016,9.1543,18.32678,36.62842,73.12109
1920x1080,3.9043,5.7085,11.42676,22.41528,45.54517,90.3623
