resolution,time(ms)
160x90,1338.17
160x120,1199.66
176x144,1079.76
240x180,1219.53
320x180,1375.63
320x240,1231.71
480x270,1391.02
480x360,1236.03
640x360,1400.85
640x480,1260.97
800x450,1412.36
800x600,1231.2
1024x640,1415.8
1024x768,1291.52
1280x720,1444.34
1280x800,1430.15
1280x960,1275.48
