resolution,time(ms)
160x90,1381.26
160x100,1360.58
160x120,1218.92
240x180,1246.63
320x180,1412.79
320x200,1419.73
320x240,1258.87
480x270,1412.7
480x300,1411.45
480x360,1278.07
640x360,1425.45
640x400,1436.99
640x480,1294.04
800x450,1450.48
800x500,1438.02
800x600,1307.49
1024x576,1454.78
1024x640,1451.45
1024x768,1343.89
1280x720,1494.5
1280x800,1474.23
1280x960,1372.74
1440x900,1505.93
1440x1080,1392.51
1920x1080,1611.89
