size,image_quality,1,2,4,8,16,32
14400,160x90,202,394,759,1461,2859,5751
16000,160x100,218,400,780,1470,2940,5808
19200,160x120,191,349,673,1282,2556,5026
43200,240x180,185,343,672,1288,2566,5592
57600,320x180,206,398,760,1447,2887,5743
64000,320x200,204,395,771,1497,2910,5793
76800,320x240,183,346,674,1304,2576,5144
129600,480x270,203,392,767,1447,2873,5675
144000,480x300,216,399,756,1462,2919,5819
172800,480x360,180,352,660,1295,2586,5118
230400,640x360,202,396,739,1445,2902,5692
256000,640x400,207,392,754,1452,2931,6308
307200,640x480,185,347,669,1309,2576,5012
360000,800x450,209,389,749,1454,2873,5663
400000,800x500,212,393,756,1455,2973,5769
480000,800x600,183,348,663,1296,2566,5054
589824,1024x576,203,400,746,1446,2902,5795
655360,1024x640,207,395,755,1459,2944,5813
786432,1024x768,181,342,656,1292,2539,5083
921600,1280x720,201,383,758,1442,2867,5667
1024000,1280x800,208,401,766,1486,2903,5740
1228800,1280x960,190,347,669,1294,2565,5103
1296000,1440x900,205,393,753,1482,2929,5738
1555200,1440x1080,185,344,656,1295,2597,5136
2073600,1920x1080,207,392,761,1471,2901,5706
