Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0568359375,0.0403076171875,0.042626953125,0.0411376953125,0.6798828125
0.2,0.0553466796875,0.0503662109375,0.046435546875,0.0460205078125,0.710205078125
0.3,0.05927734375,0.0514404296875,0.053564453125,0.0563232421875,0.7903564453125
0.4,0.05673828125,0.0665283203125,0.0754150390625,0.07578125,0.8651611328125
0.5,0.0566650390625,0.072607421875,0.1155029296875,0.0718505859375,0.894873046875
0.6,0.0564208984375,0.077734375,0.0998046875,0.088134765625,0.96787109375
0.7,0.0529541015625,0.077099609375,0.090576171875,0.076220703125,0.960107421875
0.8,0.051611328125,0.0818115234375,0.0929443359375,0.091064453125,1.048828125
0.9,0.056103515625,0.087646484375,0.1135498046875,0.113525390625,1.1549072265625
1,0.0130859375,0.0084716796875,0.0091552734375,0.0086181640625,0.00966796875
