Scaling Factor,INTER_NEAREST (kb),INTER_LINEAR (kb),INTER_CUBIC (kb),INTER_AREA (kb),INTER_LANCZOS4 (kb)
0.1,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.2,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.3,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.4,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.5,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.6,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.7,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.8,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
0.9,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
1,187.552734375,187.552734375,187.552734375,187.552734375,187.552734375
