size,image_quality,1,2,4,8,16,32
14400,160x90,22,24,31,61,74,106
19200,160x120,25,21,40,76,47,111
25344,176x144,21,26,33,59,198,182
43200,240x180,26,31,44,127,159,224
57600,320x180,25,49,85,91,150,348
76800,320x240,23,74,118,156,214,465
129600,480x270,78,52,146,250,5846,831
172800,480x360,36,67,199,310,456,937
230400,640x360,103,75,158,5750,689,1294
307200,640x480,54,198,229,5615,784,1430
360000,800x450,134,143,289,3980,1151,1715
480000,800x600,89,280,316,588,1015,1881
655360,1024x640,121,274,409,1195,3002,6102
786432,1024x768,187,271,688,918,7014,6578
921600,1280x720,162,294,6376,992,7013,4054
1024000,1280x800,223,337,2330,1661,6878,5982
1228800,1280x960,297,524,820,1322,6679,8007
