Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,108.21264097865227,107.85043659979422,112.84381831918725,107.58664946630657,117.60764146090534
0.2,101.23769434799384,101.51141605581277,101.12118409207821,100.72158822016459,106.69996318801441
0.3,104.40154996141976,103.20338750643006,101.70944605195473,95.45171167695472,100.89232896090536
0.4,97.73003006044237,97.10741753472222,94.95631767618315,86.70641991383744,98.84957738554526
0.5,73.84722945601854,80.39169479809672,91.25084715792183,82.46473331404322,107.76870836548355
0.6,96.13298643261317,89.59091001157408,83.28382378472223,86.00861127186214,96.49044431584363
0.7,100.38236111111111,90.92470019933127,77.28466033307612,84.79052903163578,79.81962094907408
0.8,93.88681439686215,86.08009243184155,70.72988377700618,72.41953671553496,73.16620482896089
0.9,100.19183224022632,86.93178144290123,67.08369068287037,82.44687307098765,58.51348524305557
1,0.0,0.0,0.0,0.0,0.0
