Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,108.61627864583332,106.83487239583334,112.37192220052086,108.92956640625002,117.73600455729164
0.2,100.77536165364585,100.59202832031248,100.42925097656249,100.46030143229167,106.55213509114583
0.3,103.68556087239583,101.77577864583331,100.46263444010415,95.01959309895834,99.62732845052084
0.4,97.13928808593751,95.58809244791667,93.30944954427083,86.11835286458334,97.714154296875
0.5,73.00861588541667,79.75715722656251,90.08238736979165,80.77777864583334,108.53468684895833
0.6,95.36331315104167,88.78789876302083,82.25904752604166,85.17786295572918,95.90641894531248
0.7,99.85377180989585,90.22797102864583,76.50426334635416,84.25111979166668,79.44962988281249
0.8,93.21507845052085,85.63716308593749,70.46120865885416,71.7795029296875,73.91479785156251
0.9,99.90450553385416,86.65208365885417,67.16117903645832,82.13497819010418,58.917817057291664
1,0.0,0.0,0.0,0.0,0.0
