size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32
14400,160x90,344,407,660,995,1787,3336,,14400,160x90,218,282,472,789,1537,3141,,14400,160x90,692,1272,1679,3147,11814,14837,,14400,160x90,452,628,1104,1920,4053,8284,,14400,160x90,326,503,916,1714,3803,8089,,14400,160x90,673,1227,1881,4039,10146,17326,,14400,160x90,2524,4782,9422,18517,36609,72752,,14400,160x90,2398,4657,9234,18311,36359,72557,,14400,160x90,5107,10283,21070,42477,83835,168243
16000,160x100,358,430,687,1071,1927,3672,,16000,160x100,234,310,513,855,1672,3381,,16000,160x100,733,1167,1728,3321,12211,16156,,16000,160x100,450,629,1102,1926,4011,8300,,16000,160x100,326,509,928,1710,3756,8009,,16000,160x100,619,1115,1938,4050,9620,17802,,16000,160x100,2479,4695,9260,18221,36023,71401,,16000,160x100,2355,4575,9086,18005,35768,71110,,16000,160x100,5119,10569,20709,41889,82255,167157
19200,160x120,369,513,755,1171,2140,4245,,19200,160x120,246,356,554,930,1893,3929,,19200,160x120,698,1244,1893,3616,12626,16380,,19200,160x120,451,692,1131,1951,4096,8400,,19200,160x120,328,535,930,1710,3849,8084,,19200,160x120,640,1180,1861,4085,9476,16918,,19200,160x120,2095,3976,7697,15085,29842,58989,,19200,160x120,1972,3819,7496,14844,29595,58673,,19200,160x120,4363,9046,18206,36983,74262,148497
43200,240x180,433,616,841,1259,2333,4609,,43200,240x180,277,411,609,1044,2095,4276,,43200,240x180,658,1311,1941,3677,12652,16422,,43200,240x180,527,809,1232,2078,4345,8739,,43200,240x180,371,604,1000,1863,4107,8406,,43200,240x180,607,1211,1897,4050,9907,17276,,43200,240x180,2195,4160,7969,15480,30439,60438,,43200,240x180,2039,3955,7737,15265,30201,60105,,43200,240x180,4292,9357,18374,36744,73045,149182
57600,320x180,478,637,818,1212,2130,3634,,57600,320x180,293,410,583,913,1894,3433,,57600,320x180,627,1161,1738,3260,11956,15035,,57600,320x180,588,873,1264,2142,4448,8581,,57600,320x180,403,646,1029,1843,4212,8380,,57600,320x180,695,1138,1900,4072,10382,17456,,57600,320x180,2654,5219,9563,18705,37069,73254,,57600,320x180,2469,4992,9328,18406,36833,73053,,57600,320x180,5037,10480,21276,42164,84971,169626
64000,320x200,507,658,883,1336,2333,4006,,64000,320x200,316,453,649,1045,1980,3905,,64000,320x200,783,1637,1873,3442,12321,15978,,64000,320x200,597,856,1294,2193,4432,8663,,64000,320x200,406,651,1060,1902,4079,8562,,64000,320x200,644,1614,1994,4073,9961,17643,,64000,320x200,2623,4900,9379,18468,36320,71489,,64000,320x200,2432,4695,9145,18177,35967,71388,,64000,320x200,5005,10667,20905,42755,83573,167919
76800,320x240,535,690,956,1466,2653,4841,,76800,320x240,345,462,666,1132,2268,4375,,76800,320x240,738,1354,1983,3728,13645,16533,,76800,320x240,615,868,1329,2257,4589,8971,,76800,320x240,425,640,1039,1923,4204,8505,,76800,320x240,718,1261,1979,4082,10670,17357,,76800,320x240,2258,4174,7961,15716,30344,59867,,76800,320x240,2068,3946,7671,15382,29959,59401,,76800,320x240,4547,9118,18131,37124,73937,147116
129600,480x270,702,719,890,1453,2091,4326,,129600,480x270,374,507,641,1113,2006,3944,,129600,480x270,741,1216,1799,3312,12060,15727,,129600,480x270,796,922,1315,2347,4312,9194,,129600,480x270,468,710,1066,2007,4227,8812,,129600,480x270,664,1208,1980,4186,10430,18238,,129600,480x270,2854,5058,9591,18920,36746,73328,,129600,480x270,2526,4846,9342,18580,36661,72946,,129600,480x270,5036,10344,20814,42142,84447,168159
144000,480x300,591,727,948,1326,2475,4235,,144000,480x300,384,525,770,1169,1995,4032,,144000,480x300,715,1252,1937,3593,12379,16070,,144000,480x300,694,936,1370,2192,4561,8835,,144000,480x300,487,734,1192,2035,4081,8632,,144000,480x300,692,1202,1943,4234,10214,17830,,144000,480x300,2720,5000,9503,18441,36580,71920,,144000,480x300,2513,4798,9325,18284,36100,71717,,144000,480x300,5001,10301,20934,42401,82977,168613
