size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32
14400,160x90,280,296,429,530,643,835,,14400,160x90,157,167,247,328,387,554,,14400,160x90,166,180,192,249,375,607,,14400,160x90,277,290,418,506,589,719,,14400,160x90,154,161,236,304,333,438,,14400,160x90,40,47,49,54,91,135,,14400,160x90,313,371,589,855,1297,2146,,14400,160x90,190,242,407,653,1041,1865,,14400,160x90,223,418,785,1490,2999,5845
16000,160x100,282,293,435,573,660,921,,16000,160x100,158,176,253,319,429,545,,16000,160x100,175,183,209,272,402,647,,16000,160x100,279,287,423,547,602,796,,16000,160x100,155,170,241,293,371,420,,16000,160x100,48,48,51,67,102,143,,16000,160x100,317,371,599,907,1331,2265,,16000,160x100,193,254,417,653,1100,1889,,16000,160x100,239,424,795,1514,3024,5972
19200,160x120,289,369,484,551,677,833,,19200,160x120,167,212,273,359,414,611,,19200,160x120,174,201,235,312,435,715,,19200,160x120,278,354,463,515,605,689,,19200,160x120,156,197,252,323,342,467,,19200,160x120,38,54,50,81,105,146,,19200,160x120,310,427,618,845,1252,1992,,19200,160x120,188,270,407,653,989,1770,,19200,160x120,206,378,698,1379,2641,5215
43200,240x180,353,460,580,660,930,992,,43200,240x180,201,285,345,422,512,1015,,43200,240x180,176,212,271,302,502,883,,43200,240x180,350,453,566,629,861,846,,43200,240x180,198,278,331,391,443,869,,43200,240x180,49,75,107,102,169,312,,43200,240x180,382,526,721,948,1506,2191,,43200,240x180,230,351,486,710,1088,2214,,43200,240x180,214,397,756,1375,2721,5344
57600,320x180,423,507,590,729,983,1096,,57600,320x180,239,300,341,467,609,899,,57600,320x180,181,204,247,324,526,818,,57600,320x180,421,500,577,701,921,964,,57600,320x180,237,293,328,439,547,767,,57600,320x180,48,72,85,117,213,313,,57600,320x180,456,581,747,1048,1625,2382,,57600,320x180,272,374,498,786,1251,2185,,57600,320x180,236,438,819,1542,3100,6013
64000,320x200,423,531,633,801,949,1174,,64000,320x200,240,307,381,527,719,883,,64000,320x200,185,192,243,835,1035,1647,,64000,320x200,421,524,619,771,883,1033,,64000,320x200,238,300,367,497,653,742,,64000,320x200,56,58,81,631,718,1112,,64000,320x200,457,608,795,1129,1610,2497,,64000,320x200,274,384,543,855,1380,2206,,64000,320x200,247,431,824,2076,3626,6858
76800,320x240,450,539,658,742,1070,1247,,76800,320x240,265,328,395,514,702,991,,76800,320x240,188,218,270,381,657,1361,,76800,320x240,446,532,643,709,996,1089,,76800,320x240,261,321,380,481,628,833,,76800,320x240,62,78,103,162,317,772,,76800,320x240,478,605,798,1027,1649,2390,,76800,320x240,293,394,535,799,1281,2134,,76800,320x240,229,402,754,1429,2881,5833
129600,480x270,533,615,748,884,1173,1593,,129600,480x270,301,378,481,640,1035,1357,,129600,480x270,192,241,302,955,685,2012,,129600,480x270,530,607,732,851,1101,1440,,129600,480x270,298,370,465,607,963,1204,,129600,480x270,64,106,139,744,363,1479,,129600,480x270,565,688,902,1199,1806,2859,,129600,480x270,333,451,635,955,1668,2623,,129600,480x270,248,473,879,2177,3230,7164
144000,480x300,516,638,705,904,1200,1600,,144000,480x300,332,401,605,728,1040,1451,,144000,480x300,197,246,312,479,1309,1274,,144000,480x300,513,630,688,868,1122,1434,,144000,480x300,329,393,588,692,962,1285,,144000,480x300,66,107,147,259,969,693,,144000,480x300,549,714,863,1227,1850,2900,,144000,480x300,365,477,763,1051,1690,2751,,144000,480x300,257,480,892,1715,3868,6535
172800,480x360,560,655,758,1093,1270,1882,,172800,480x360,349,399,523,983,1204,1539,,172800,480x360,209,277,846,508,1029,4584,,172800,480x360,556,646,739,1052,1182,1696,,172800,480x360,345,390,504,942,1116,1353,,172800,480x360,80,144,671,278,655,3938,,172800,480x360,587,719,894,1371,1828,2999,,172800,480x360,376,463,659,1261,1762,2656,,172800,480x360,243,470,1320,1567,3221,8983
230400,640x360,623,771,837,1254,1588,1964,,230400,640x360,373,417,604,875,1238,1588,,230400,640x360,212,511,378,577,891,1588,,230400,640x360,620,763,821,1220,1514,1807,,230400,640x360,370,409,588,841,1164,1431,,230400,640x360,87,374,219,373,585,1084,,230400,640x360,655,844,991,1568,2219,3226,,230400,640x360,405,490,758,1189,1869,2850,,230400,640x360,277,744,956,1802,3476,6776
256000,640x400,587,750,870,1286,1844,2718,,256000,640x400,391,506,695,816,1199,1852,,256000,640x400,244,278,1158,580,1009,3150,,256000,640x400,584,741,853,1249,1763,2548,,256000,640x400,388,497,678,779,1118,1682,,256000,640x400,118,146,999,371,689,2617,,256000,640x400,620,825,1028,1608,2491,4011,,256000,640x400,424,581,853,1138,1846,3145,,256000,640x400,304,522,1742,1819,3593,8359
307200,640x480,611,755,1037,1248,2119,2529,,307200,640x480,404,551,774,1035,1354,2318,,307200,640x480,243,285,2185,947,1072,2853,,307200,640x480,607,745,1018,1206,2028,2337,,307200,640x480,400,541,755,993,1263,2126,,307200,640x480,114,145,2018,727,729,2272,,307200,640x480,638,818,1173,1525,2675,3640,,307200,640x480,431,614,910,1312,1910,3429,,307200,640x480,280,472,2666,2013,3261,7303
360000,800x450,735,1002,905,1519,2365,3032,,360000,800x450,449,633,805,1093,1780,2618,,360000,800x450,279,346,522,770,1301,2319,,360000,800x450,721,982,874,1461,2254,2811,,360000,800x450,435,613,774,1035,1669,2397,,360000,800x450,140,187,325,514,919,1664,,360000,800x450,757,1063,1044,1821,2990,4230,,360000,800x450,471,694,944,1395,2405,3816,,360000,800x450,329,559,1058,1973,3781,7368
400000,800x500,646,873,1194,1322,1778,3275,,400000,800x500,450,686,763,1199,1581,2440,,400000,800x500,286,375,1639,1230,1364,3513,,400000,800x500,641,860,1169,1269,1665,3040,,400000,800x500,445,673,738,1146,1468,2205,,400000,800x500,152,231,1459,989,987,2824,,400000,800x500,677,943,1344,1627,2392,4503,,400000,800x500,481,756,913,1504,2195,3668,,400000,800x500,339,604,2198,2434,3946,8590
480000,800x600,713,934,1075,1775,1953,3505,,480000,800x600,500,643,788,1251,1784,3632,,480000,800x600,308,382,869,906,2150,3590,,480000,800x600,707,920,1046,1714,1823,3235,,480000,800x600,494,629,759,1190,1654,3362,,480000,800x600,172,230,690,640,1733,2826,,480000,800x600,738,993,1201,2033,2470,4538,,480000,800x600,525,702,914,1509,2301,4665,,480000,800x600,338,557,1339,1923,4265,7847
589824,1024x576,745,767,1390,1733,2928,3823,,589824,1024x576,542,719,837,1433,2212,4144,,589824,1024x576,278,679,588,1005,1760,5683,,589824,1024x576,736,751,1360,1669,2794,3547,,589824,1024x576,533,703,807,1369,2078,3868,,589824,1024x576,145,533,401,739,1350,4939,,589824,1024x576,774,832,1530,2018,3501,4972,,589824,1024x576,571,784,977,1718,2785,5293,,589824,1024x576,332,902,1134,2174,4295,10634
655360,1024x640,747,1009,1337,2077,2843,3934,,655360,1024x640,466,751,1004,1517,2467,4283,,655360,1024x640,324,482,692,1065,1914,3733,,655360,1024x640,740,992,1304,2008,2697,3633,,655360,1024x640,459,734,971,1448,2321,3982,,655360,1024x640,188,333,498,797,1472,2939,,655360,1024x640,776,1076,1479,2367,3424,5097,,655360,1024x640,495,818,1146,1807,3048,5446,,655360,1024x640,378,706,1239,2249,4401,8688
786432,1024x768,978,1272,1415,1902,3098,5074,,786432,1024x768,531,801,1341,1745,2789,5458,,786432,1024x768,361,1050,752,1262,4039,5465,,786432,1024x768,969,1253,1376,1821,2928,4726,,786432,1024x768,522,782,1302,1664,2619,5110,,786432,1024x768,235,892,547,964,3547,4562,,786432,1024x768,1000,1326,1531,2140,3575,6029,,786432,1024x768,553,855,1457,1983,3266,6413,,786432,1024x768,398,1218,1195,2245,6080,9605
921600,1280x720,779,1074,1260,1808,3297,5219,,921600,1280x720,629,738,1198,1848,3378,6031,,921600,1280x720,335,913,1600,2486,4752,7894,,921600,1280x720,770,1054,1222,1727,3128,4874,,921600,1280x720,620,718,1160,1767,3209,5686,,921600,1280x720,197,775,1417,2219,4320,7142,,921600,1280x720,805,1134,1391,2074,3832,6291,,921600,1280x720,655,798,1329,2114,3913,7103,,921600,1280x720,381,1145,2159,3650,7214,12884
1024000,1280x800,801,1209,1578,2067,3287,6085,,1024000,1280x800,724,684,1245,2163,3837,6536,,1024000,1280x800,389,517,861,1481,2704,5171,,1024000,1280x800,794,1190,1538,1883,3107,5711,,1024000,1280x800,717,665,1205,1979,3657,6162,,1024000,1280x800,259,374,674,1221,2257,4367,,1024000,1280x800,820,1262,1701,2243,3820,7161,,1024000,1280x800,743,737,1368,2339,4370,7612,,1024000,1280x800,422,722,1398,2669,5224,10152
1228800,1280x960,856,1356,1602,2828,3860,6897,,1228800,1280x960,665,1062,1075,1753,4221,8579,,1228800,1280x960,386,1791,2074,2264,5500,9754,,1228800,1280x960,845,1331,1552,2724,3644,6456,,1228800,1280x960,654,1037,1025,1649,4005,8138,,1228800,1280x960,247,1631,1869,1970,4992,8819,,1228800,1280x960,876,1404,1707,3041,4289,7755,,1228800,1280x960,685,1110,1180,1966,4650,9437,,1228800,1280x960,410,1957,2522,3247,7534,13873
1296000,1440x900,902,1386,1707,2328,3911,7840,,1296000,1440x900,719,913,1370,1707,4375,8854,,1296000,1440x900,903,2198,1516,2160,5468,11544,,1296000,1440x900,890,1360,1654,2218,3684,7377,,1296000,1440x900,707,887,1317,1597,4148,8391,,1296000,1440x900,760,2038,1293,1831,4913,10521,,1296000,1440x900,926,1442,1828,2576,4411,8839,,1296000,1440x900,743,969,1491,1955,4875,9853,,1296000,1440x900,947,2409,2037,3277,7879,16325
1555200,1440x1080,863,1234,1770,2460,4608,8725,,1555200,1440x1080,805,1059,1615,2414,4821,11185,,1555200,1440x1080,2068,1639,2286,3456,7696,14529,,1555200,1440x1080,848,1203,1707,2330,4341,8182,,1555200,1440x1080,790,1028,1552,2284,4554,10642,,1555200,1440x1080,1921,1462,2047,3092,7072,13340,,1555200,1440x1080,879,1276,1862,2648,4988,9485,,1555200,1440x1080,821,1101,1707,2602,5201,11945,,1555200,1440x1080,2087,1788,2692,4382,9642,18418
2073600,1920x1080,944,1229,2170,3327,5835,11731,,2073600,1920x1080,954,1259,1958,3362,6194,14833,,2073600,1920x1080,752,800,1793,4715,7078,16080,,2073600,1920x1080,926,1191,2094,3171,5516,11088,,2073600,1920x1080,936,1221,1882,3206,5875,14190,,2073600,1920x1080,606,625,1556,4340,6424,14807,,2073600,1920x1080,961,1272,2263,3520,6223,12512,,2073600,1920x1080,971,1302,2051,3555,6582,15614,,2073600,1920x1080,792,995,2297,5787,9347,20604
