Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.01572265625,0.0304931640625,0.045458984375,0.1497314453125,0.1152587890625
0.2,0.0204833984375,0.077685546875,0.127734375,0.190380859375,0.2886962890625
0.3,0.032470703125,0.1289306640625,0.2340087890625,0.4566650390625,0.4652099609375
0.4,0.0444580078125,0.2122802734375,0.3392578125,0.5344482421875,0.792041015625
0.5,0.0652099609375,0.094091796875,0.439697265625,0.032177734375,0.887939453125
0.6,0.08369140625,0.409228515625,0.5542724609375,0.7305908203125,1.1409423828125
0.7,0.1138916015625,0.5053955078125,0.6738037109375,0.9464111328125,1.391845703125
0.8,0.1367919921875,0.6187255859375,0.81884765625,1.045849609375,1.6918212890625
0.9,0.16669921875,0.7027099609375,0.9675048828125,1.3149169921875,2.0111083984375
1,0.037158203125,0.03681640625,0.03505859375,0.036083984375,0.0349609375
