Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0116943359375,0.0145263671875,0.02080078125,0.0409423828125,0.04013671875
0.2,0.012841796875,0.025244140625,0.0418701171875,0.0549072265625,0.08740234375
0.3,0.0155029296875,0.0402099609375,0.0652587890625,0.12060546875,0.1282958984375
0.4,0.018212890625,0.0616455078125,0.0917236328125,0.122705078125,0.17626953125
0.5,0.0240234375,0.0294189453125,0.1166748046875,0.0144287109375,0.24482421875
0.6,0.027001953125,0.1090087890625,0.13857421875,0.175732421875,0.29365234375
0.7,0.0329345703125,0.129638671875,0.1772216796875,0.230810546875,0.3541748046875
0.8,0.040478515625,0.152197265625,0.2043701171875,0.2470703125,0.4214111328125
0.9,0.0475341796875,0.17314453125,0.2344970703125,0.3098876953125,0.4922607421875
1,0.016796875,0.0155517578125,0.0149658203125,0.0159912109375,0.016796875
