Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.1241943359375,0.088427734375,0.071044921875,0.0751220703125,1.0930419921875
0.2,0.1026123046875,0.08955078125,0.084521484375,0.086474609375,1.0119873046875
0.3,0.095458984375,0.1043212890625,0.096630859375,0.1176513671875,1.12509765625
0.4,0.0982666015625,0.1126953125,0.109130859375,0.1198486328125,1.0775634765625
0.5,0.094384765625,0.1341064453125,0.122509765625,0.130224609375,1.1608154296875
0.6,0.10078125,0.13720703125,0.1354736328125,0.1474853515625,1.2517333984375
0.7,0.1181884765625,0.1837158203125,0.149169921875,0.157421875,1.498681640625
0.8,0.104541015625,0.1739990234375,0.16708984375,0.1796142578125,1.487646484375
0.9,0.0993408203125,0.162744140625,0.1735595703125,0.1681396484375,1.6740966796875
1,0.015966796875,0.0181640625,0.016796875,0.0216064453125,0.01826171875
