Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0226806640625,0.04833984375,0.086328125,0.31865234375,0.2367431640625
0.2,0.034033203125,0.13857421875,0.2699951171875,0.4164306640625,0.6125244140625
0.3,0.0558349609375,0.2691162109375,0.4909912109375,1.0086181640625,0.9907470703125
0.4,0.0844482421875,0.4575439453125,0.714453125,1.0554931640625,1.4141357421875
0.5,0.1263671875,0.1853271484375,0.9426025390625,0.0530517578125,1.9003662109375
0.6,0.169482421875,0.8799560546875,1.197314453125,1.5841796875,2.425439453125
0.7,0.2275634765625,1.081201171875,1.4748779296875,2.0889892578125,3.0056396484375
0.8,0.2922119140625,1.326513671875,1.7625,2.2686279296875,3.643408203125
0.9,0.2106689453125,0.8999267578125,1.1853271484375,1.4621826171875,4.031298828125
1,0.0787109375,0.0744384765625,0.0814453125,0.082177734375,0.1005615234375
