Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,100.04068796296295,107.6004074074074,111.09028148148147,113.446325,118.66696666666667
0.2,94.12615185185187,99.63993425925925,99.31939537037036,101.62695277777777,106.55528981481481
0.3,95.37686296296296,99.07259074074072,96.58984722222223,93.90560462962962,95.42242129629629
0.4,90.25321666666665,91.19848611111112,86.87593518518518,82.24954537037037,92.6703962962963
0.5,62.13601759259258,71.58570740740741,83.08263518518517,71.71469537037036,106.29566111111112
0.6,87.88730740740742,83.54013055555556,74.16602962962963,79.31095833333335,90.0266351851852
0.7,91.23559444444446,84.17541666666668,68.4582712962963,77.45257777777779,72.62758611111111
0.8,85.49294722222224,78.53940833333333,62.91493148148148,63.67198425925926,68.21556574074076
0.9,90.70189351851853,80.05945370370372,60.254649074074074,74.80995833333331,54.36706666666667
1,0.0,0.0,0.0,0.0,0.0
